abundance_spreadsheet_sample_names,V1V2_ID,
10326_2_S82,X10326.2_S82,
10326_3_S83,X10326.3_S83,
10326_5_S85,X10326.5_S85,
10326_6_S86,X10326.6_S86,
10327_1_S89,X10327.1_S89,
10327_2_S90,X10327.2_S90,
10327_3_S91,X10327.3_S91,
10327_4_S92,X10327.4_S92,
10327_5_S93,X10327.5_S93,
10328_1_S101,X10328.1_S101,
10328_2_S102,X10328.2_S102,
10328_4_S103,X10328.4_S103,
10328_5_S104,X10328.5_S104,
10328_6_S105,X10328.6_S105,
1819C10N10_S68,X672.1819C10N10_S68,
1819C10N12_S69,X672.1819C10N12_S69,
1819C10N14_S70,X672.1819C10N14_S70,
1819C10N17_S71,X672.1819C10N17_S71,
1819C10N2_S65,X672.1819C10N2_S65,
1819C10N4_S66,X672.1819C10N4_S66,
1819C10N8_S67,X672.1819C10N8_S67,
1819C11N10_S44,X672.1819C11N10_S44,
1819C11N12_S77,X672.1819C11N12_S77,
1819C11N17_S79,X672.1819C11N17_S79,
1819C11N2_S73,X672.1819C11N2_S73,
1819C11N4_S74,X672.1819C11N4_S74,
1819C11N8_S75,X672.1819C11N8_S75,
1819C1N1_S17,X672.1819C1N1_S17,
1819C1N10_S21,X672.1819C1N10_S21,
1819C1N11_S22,X672.1819C1N11_S22,
1819C1N22_S23,X672.1819C1N22_S23,
1819C1N4_S18,X672.1819C1N4_S18,
1819C1N7_S19,X672.1819C1N7_S19,
1819C1N8_S20,X672.1819C1N8_S20,
1819C3N10_S28,X672.1819C3N10_S28,
1819C3N12_S29,X672.1819C3N12_S29,
1819C3N14_S30,X672.1819C3N14_S30,
1819C3N17_S31,X672.1819C3N17_S31,
1819C3N18_S32,X672.1819C3N18_S32,
1819C3N2_S25,X672.1819C3N2_S25,
1819C3N4_S26,X672.1819C3N4_S26,
1819C3N8_S27,X672.1819C3N8_S27,
1819C5N10_S36,X672.1819C5N10_S36,
1819C5N12_S37,X672.1819C5N12_S37,
1819C5N14_S38,X672.1819C5N14_S38,
1819C5N17_S39,X672.1819C5N17_S39,
1819C5N2_S33,X672.1819C5N2_S33,
1819C5N4_S34,X672.1819C5N4_S34,
1819C5N8_S35,X672.1819C5N8_S35,
1819C6N10_S76,X672.1819C6N10_S76,
1819C6N12_S45,X672.1819C6N12_S45,
1819C6N14_S46,X672.1819C6N14_S46,
1819C6N2_S41,X672.1819C6N2_S41,
1819C6N4_S42,X672.1819C6N4_S42,
1819C6N8_S43,X672.1819C6N8_S43,
1819C7N10_S52,X672.1819C7N10_S52,
1819C7N12_S53,X672.1819C7N12_S53,
1819C7N14_S54,X672.1819C7N14_S54,
1819C7N17_S55,X672.1819C7N17_S55,
1819C7N2_S49,X672.1819C7N2_S49,
1819C7N4_S50,X672.1819C7N4_S50,
1819C7N8_S51,X672.1819C7N8_S51,
1819C9N11_S61,X672.1819C9N11_S61,
1819C9N13_S62,X672.1819C9N13_S62,
1819C9N14_S63,X672.1819C9N14_S63,
1819C9N18_S64,X672.1819C9N18_S64,
1819C9N3_S58,X672.1819C9N3_S58,
1819C9N9_S59,X672.1819C9N9_S59,
BS_1_S62,BS.1_S62,
BS_101_S9,BS.101_S9,
BS_102_S10,BS.102_S10,
BS_104_S12,BS.104_S12,
BS_105_S13,BS.105_S13,
BS_114_S22,BS.114_S22,
BS_115_S23,BS.115_S23,
BS_116_S24,BS.116_S24,
BS_117_S25,BS.117_S25,
BS_118_S26,BS.118_S26,
BS_124_S32,BS.124_S32,
BS_125_S33,BS.125_S33,
BS_126_S34,BS.126_S34,
BS_127_S35,BS.127_S35,
BS_128_S36,BS.128_S36,
BS_13_S74,BS.13_S74,
BS_135_S43,BS.135_S43,
BS_136_S44,BS.136_S44,
BS_137_S45,BS.137_S45,
BS_138_S46,BS.138_S46,
BS_139_S47,BS.139_S47,
BS_14_S75,BS.14_S75,
BS_147_S55,BS.147_S55,
BS_148_S56,BS.148_S56,
BS_149_S57,BS.149_S57,
BS_15_S76,BS.15_S76,
BS_159_S67,BS.159_S67,
BS_16_S77,BS.16_S77,
BS_160_S68,BS.160_S68,
BS_161_S69,BS.161_S69,
BS_162_S70,BS.162_S70,
BS_163_S71,BS.163_S71,
BS_17_S78,BS.17_S78,
BS_171_S79,BS.171_S79,
BS_172_S80,BS.172_S80,
BS_173_S81,BS.173_S81,
BS_174_S82,BS.174_S82,
BS_177_S85,BS.177_S85,
BS_183_S21,BS183_S21,
BS_184_S22,BS184_S22,
BS_185_S23,BS185_S23,
BS_186_S24,BS186_S24,
BS_187_S25,BS187_S25,
BS_195_S33,BS195_S33,
BS_196_S34,BS196_S34,
BS_197_S35,BS197_S35,
BS_198_S36,BS198_S36,
BS_2_S63,BS.2_S63,
BS_207_S45,BS207_S45,
BS_208_S46,BS208_S46,
BS_209_S47,BS209_S47,
BS_210_S48,BS210_S48,
BS_211_S49,BS211_S49,
BS_212_S50,BS212_S50,
BS_215_S53,BS215_S53,
BS_216_S54,BS216_S54,
BS_217_S55,BS217_S55,
BS_218_S56,BS218_S56,
BS_219_S57,BS219_S57,
BS_227_S65,BS227_S65,
BS_228_S66,BS228_S66,
BS_229_S67,BS229_S67,
BS_230_S68,BS230_S68,
BS_231_S69,BS231_S69,
BS_232_S70,BS232_S70,
BS_240_S78,BS240_S78,
BS_241_S79,BS241_S79,
BS_242_S80,BS242_S80,
BS_247_S85,BS247_S85,
BS_248_S86,BS248_S86,
BS_249_S87,BS249_S87,
BS_25_S86,BS.25_S86,
BS_250_S88,BS250_S88,
BS_251_S89,BS251_S89,
BS_252_S90,BS252_S90,
BS_259_S97,BS259_S97,
BS_26_S87,BS.26_S87,
BS_260_S98,BS260_S98,
BS_261_S99,BS261_S99,
BS_262_S100,BS262_S100,
BS_263_S101,BS263_S101,
BS_264_S102,BS264_S102,
BS_27_S88,BS.27_S88,
BS_28_S89,BS.28_S89,
BS_29_S90,BS.29_S90,
BS_3_S64,BS.3_S64,
BS_37_S98,BS.37_S98,
BS_38_S99,BS.38_S99,
BS_39_S100,BS.39_S100,
BS_4_S65,BS.4_S65,
BS_40_S101,BS.40_S101,
BS_41_S102,BS.41_S102,
BS_42_S103,BS.42_S103,
BS_49_S110,BS.49_S110,
BS_5_S66,BS.5_S66,
BS_50_S111,BS.50_S111,
BS_51_S112,BS.51_S112,
BS_52_S113,BS.52_S113,
BS_53_S114,BS.53_S114,
BS_54_S115,BS.54_S115,
BS_61_S122,BS.61_S122,
BS_62_S123,BS.62_S123,
BS_63_S124,BS.63_S124,
BS_64_S125,BS.64_S125,
BS_65_S126,BS.65_S126,
BS_66_S127,BS.66_S127,
BS_67_S128,BS.67_S128,
BS_68_S129,BS.68_S129,
BS_73_S134,BS.73_S134,
BS_74_S135,BS.74_S135,
BS_75_S136,BS.75_S136,
BS_76_S137,BS.76_S137,
BS_77_S138,BS.77_S138,
BS_78_S139,BS.78_S139,
BS_79_S140,BS.79_S140,
BS_81_S142,BS.81_S142,
BS_82_S143,BS.82_S143,
BS_83_S144,BS.83_S144,
BS_84_S145,BS.84_S145,
BS271_S109,BS271_S109,
BS272_S110,BS272_S110,
BS273_S111,BS273_S111,
BS274_S112,BS274_S112,
BS275_S113,BS275_S113,
BS283_S121,BS283_S121,
BS284_S122,BS284_S122,
BS285_S123,BS285_S123,
BS286_S124,BS286_S124,
BS287_S125,BS287_S125,
BS290_S128,BS290_S128,
BS295_S133,BS295_S133,
BS297_S135,BS297_S135,
BS298_S136,BS298_S136,
BS299_S137,BS299_S137,
BS300_S138,BS300_S138,
BS302_S140,BS302_S140,
BS307_S145,BS307_S145,
BS308_S146,BS308_S146,
BS309_S147,BS309_S147,
BS310_S148,BS310_S148,
BS311_S149,BS311_S149,
BS320_S158,BS320_S158,
BS321_S159,BS321_S159,
BS322_S160,BS322_S160,
BS323_S161,BS323_S161,
BS324_S162,BS324_S162,
BS330_S167,BS330_S167,
BS331_S168,BS331_S168,
BS332_S169,BS332_S169,
BS333_S170,BS333_S170,
BS342_S1,BS342_S1_L001_R1_001.fastq,
BS343_S2,BS343_S2_L001_R1_001.fastq,
BS344_S3,BS344_S3_L001_R1_001.fastq,
BS345_S4,BS345_S4_L001_R1_001.fastq,
BS354_S13,BS354_S13_L001_R1_001.fastq,
BS355_S14,BS355_S14_L001_R1_001.fastq,
BS356_S15,BS356_S15_L001_R1_001.fastq,
BS357_S16,BS357_S16_L001_R1_001.fastq,
BS358_S17,BS358_S17_L001_R1_001.fastq,
BS366_S25,BS366_S25_L001_R1_001.fastq,
BS367_S26,BS367_S26_L001_R1_001.fastq,
BS368_S27,BS368_S27_L001_R1_001.fastq,
BS369_S28,BS369_S28_L001_R1_001.fastq,
BS370_S29,BS370_S29_L001_R1_001.fastq,
BS371_S30,BS371_S30_L001_R1_001.fastq,
BS378_S37,BS378_S37_L001_R1_001.fastq,
BS379_S38,BS379_S38_L001_R1_001.fastq,
BS380_S39,BS380_S39_L001_R1_001.fastq,
BS381_S40,BS381_S40_L001_R1_001.fastq,
BS382_S41,BS382_S41_L001_R1_001.fastq,
BS384_S43,BS384_S43_L001_R1_001.fastq,
BS390_S49,BS390_S49_L001_R1_001.fastq,
BS391_S50,BS391_S50_L001_R1_001.fastq,
BS392_S51,BS392_S51_L001_R1_001.fastq,
BS393_S52,BS393_S52_L001_R1_001.fastq,
BS394_S53,BS394_S53_L001_R1_001.fastq,
BS399_S58,BS399_S58_L001_R1_001.fastq,
BS401_S60,BS401_S60_L001_R1_001.fastq,
BS402_S61,BS402_S61_L001_R1_001.fastq,
BS403_S62,BS403_S62_L001_R1_001.fastq,
BS410_S69,BS410_S69_L001_R1_001.fastq,
BS411_S70,BS411_S70_L001_R1_001.fastq,
BS413_S72,BS413_S72_L001_R1_001.fastq,
BS414_S73,BS414_S73_L001_R1_001.fastq,
BS422_S81,BS422_S81_L001_R1_001.fastq,
BS423_S82,BS423_S82_L001_R1_001.fastq,
BS424_S83,BS424_S83_L001_R1_001.fastq,
BS425_S84,BS425_S84_L001_R1_001.fastq,
BS426_S85,BS426_S85_L001_R1_001.fastq,
BS427_S86,BS427_S86_L001_R1_001.fastq,
BS434_S93,BS434_S93_L001_R1_001.fastq,
BS435_S94,BS435_S94_L001_R1_001.fastq,
BS436_S95,BS436_S95_L001_R1_001.fastq,
BS437_S96,BS437_S96_L001_R1_001.fastq,
BS438_S97,BS438_S97_L001_R1_001.fastq,
BS439_S98,BS439_S98_L001_R1_001.fastq,
BS446_S105,BS446_S105_L001_R1_001.fastq,
BS447_S106,BS447_S106_L001_R1_001.fastq,
BS448_S107,BS448_S107_L001_R1_001.fastq,
BS449_S108,BS449_S108_L001_R1_001.fastq,
BS450_S109,BS450_S109_L001_R1_001.fastq,
BS458_S117,BS458_S117_L001_R1_001.fastq,
BS459_S118,BS459_S118_L001_R1_001.fastq,
BS460_S119,BS460_S119_L001_R1_001.fastq,
BS461_S120,BS461_S120_L001_R1_001.fastq,
BS462_S121,BS462_S121_L001_R1_001.fastq,
BS466_S125,BS466_S125_L001_R1_001.fastq,
BS467_S126,BS467_S126_L001_R1_001.fastq,
BS468_S127,BS468_S127_L001_R1_001.fastq,
BS469_S128,BS469_S128_L001_R1_001.fastq,
BS470_S129,BS470_S129_L001_R1_001.fastq,
BS474_S133,BS474_S133_L001_R1_001.fastq,
BS475_S134,BS475_S134_L001_R1_001.fastq,
BS476_S135,BS476_S135_L001_R1_001.fastq,
BS477_S136,BS477_S136_L001_R1_001.fastq,
BS478_S137,BS478_S137_L001_R1_001.fastq,
BS482_S141,BS482_S141_L001_R1_001.fastq,
BS483_S142,BS483_S142_L001_R1_001.fastq,
BS484_S143,BS484_S143_L001_R1_001.fastq,
BS485_S144,BS485_S144_L001_R1_001.fastq,
BS486_S145,BS486_S145_L001_R1_001.fastq,
BS490_S149,BS490_S149_L001_R1_001.fastq,
BS491_S150,BS491_S150_L001_R1_001.fastq,
BS493_S152,BS493_S152_L001_R1_001.fastq,
BS494_S153,BS494_S153_L001_R1_001.fastq,
BS498_S157,BS498_S157_L001_R1_001.fastq,
BS499_S158,BS499_S158_L001_R1_001.fastq,
BS501_S160,BS501_S160_L001_R1_001.fastq,
BS502_S161,BS502_S161_L001_R1_001.fastq,
BS506_S165,BS506_S165_L001_R1_001.fastq,
BS507_S166,BS507_S166_L001_R1_001.fastq,
BS508_S167,BS508_S167_L001_R1_001.fastq,
BS509_S168,BS509_S168_L001_R1_001.fastq,
BS514_S173,BS514_S173_L001_R1_001.fastq,
BS515_S174,BS515_S174_L001_R1_001.fastq,
BS516_S175,BS516_S175_L001_R1_001.fastq,
BS517_S176,BS517_S176_L001_R1_001.fastq,
BS519_S178,BS519_S178_L001_R1_001.fastq,
BS520_S179,BS520_S179_L001_R1_001.fastq,
BS522_S1,BS522_S1_L001_R1_001.fastq,
BS523_S2,BS523_S2_L001_R1_001.fastq,
BS524_S3,BS524_S3_L001_R1_001.fastq,
BS525_S4,BS525_S4_L001_R1_001.fastq,
BS534_S13,BS534_S13_L001_R1_001.fastq,
BS535_S14,BS535_S14_L001_R1_001.fastq,
BS536_S15,BS536_S15_L001_R1_001.fastq,
BS537_S16,BS537_S16_L001_R1_001.fastq,
BS538_S17,BS538_S17_L001_R1_001.fastq,
BS539_S18,BS539_S18_L001_R1_001.fastq,
BS546_S25,BS546_S25_L001_R1_001.fastq,
BS547_S26,BS547_S26_L001_R1_001.fastq,
BS548_S27,BS548_S27_L001_R1_001.fastq,
BS549_S28,BS549_S28_L001_R1_001.fastq,
BS550_S29,BS550_S29_L001_R1_001.fastq,
BS551_S30,BS551_S30_L001_R1_001.fastq,
BS558_S37,BS558_S37_L001_R1_001.fastq,
BS559_S38,BS559_S38_L001_R1_001.fastq,
BS560_S39,BS560_S39_L001_R1_001.fastq,
BS561_S40,BS561_S40_L001_R1_001.fastq,
BS562_S41,BS562_S41_L001_R1_001.fastq,
BS570_S49,BS570_S49_L001_R1_001.fastq,
BS571_S50,BS571_S50_L001_R1_001.fastq,
BS572_S51,BS572_S51_L001_R1_001.fastq,
BS573_S52,BS573_S52_L001_R1_001.fastq,
BS582_S61,BS582_S61_L001_R1_001.fastq,
BS583_S62,BS583_S62_L001_R1_001.fastq,
BS584_S63,BS584_S63_L001_R1_001.fastq,
BS585_S64,BS585_S64_L001_R1_001.fastq,
BS586_S65,BS586_S65_L001_R1_001.fastq,
BS81a_S1,BS81a_S1,
BS82a_S2,BS82a_S2,
BS83a_S3,BS83a_S3,
BS84a_S4,BS84a_S4,
BS86a_S6,BS86a_S6,
BS98a_S18,BS98a_S18,
C11_1_S41,C11_1_S41,
C11_120_S44,C11_120_S44,
C11_160_S45,C11_160_S45,
C11_200_S46,C11_200_S46,
C11_250_S47,C11_250_S47,
C11_40_S42,C11_40_S42,
C11_80_S43,C11_80_S43,
C11_N1_S96,C11_N1_S96,
C11_N13_S102,C11_N13_S102,
C11_N3_S97,C11_N3_S97,
C11_N5_S98,C11_N5_S98,
C11_N7_S99,C11_N7_S99,
C11_N9_S100,C11_N9_S100,
C12_N1_S128,C12_N1_S128,
C12_N3_S129,C12_N3_S129,
C12_N5_S130,C12_N5_S130,
C12_N7_S131,C12_N7_S131,
C12_N9_S132,C12_N9_S132,
C14_1_S49,C14_1_S49,
C14_120_S52,C14_120_S52,
C14_160_S53,C14_160_S53,
C14_200_S54,C14_200_S54,
C14_250_S55,C14_250_S55,
C14_300_S56,C14_300_S56,
C14_40_S50,C14_40_S50,
C14_80_S51,C14_80_S51,
C14_N1_S80,C14_N1_S80,
C14_N3_S81,C14_N3_S81,
C14_N5_S82,C14_N5_S82,
C14_N7_S83,C14_N7_S83,
C14_N9_S84,C14_N9_S84,
C15_N1_S65,C15_N1_S65,
C15_N11_S69,C15_N11_S69,
C15_N3_S66,C15_N3_S66,
C15_N7_S67,C15_N7_S67,
C16_1_S57,C16_1_S57,
C16_120_S60,C16_120_S60,
C16_160_S61,C16_160_S61,
C16_200_S62,C16_200_S62,
C16_250_S63,C16_250_S63,
C16_300_S64,C16_300_S64,
C16_40_S58,C16_40_S58,
C16_80_S59,C16_80_S59,
C18_N1_S72,C18_N1_S72,
C18_N11_S77,C18_N11_S77,
C18_N3_S73,C18_N3_S73,
C18_N5_S74,C18_N5_S74,
C18_N7_S75,C18_N7_S75,
C2_N1_S104,C2_N1_S104,
C2_N3_S105,C2_N3_S105,
C2_N5_S106,C2_N5_S106,
C2_N7_S107,C2_N7_S107,
C2_N9_S108,C2_N9_S108,
C4_1_S25,C4_1_S25,
C4_120_S28,C4_120_S28,
C4_160_S29,C4_160_S29,
C4_200_S30,C4_200_S30,
C4_250_S31,C4_250_S31,
C4_40_S26,C4_40_S26,
C4_80_S27,C4_80_S27,
C5_N1_S120,C5_N1_S120,
C5_N13_S126,C5_N13_S126,
C5_N3_S121,C5_N3_S121,
C5_N5_S122,C5_N5_S122,
C5_N7_S123,C5_N7_S123,
C5_N9_S124,C5_N9_S124,
C7_N1_S112,C7_N1_S112,
C7_N11_S117,C7_N11_S117,
C7_N15_S119,C7_N15_S119,
C7_N3_S113,C7_N3_S113,
C7_N5_S114,C7_N5_S114,
C7_N7_S115,C7_N7_S115,
C7_N9_S116,C7_N9_S116,
C8_1_S33,C8_1_S33,
C8_120_S36,C8_120_S36,
C8_160_S37,C8_160_S37,
C8_200_S38,C8_200_S38,
C8_250_S39,C8_250_S39,
C8_300_S40,C8_300_S40,
C8_40_S34,C8_40_S34,
C8_80_S35,C8_80_S35,
C8_N1_S88,C8_N1_S88,
C8_N11_S93,C8_N11_S93,
C8_N15_S95,C8_N15_S95,
C8_N3_S89,C8_N3_S89,
C8_N5_S90,C8_N5_S90,
C8_N7_S91,C8_N7_S91,
C8_N9_S92,C8_N9_S92,